客户询问,模型预测标准问Top1,模型预测标准问Top5,top1_Preds,知识库标准问,Top1是否预测正确,Top5是否包含正确标准问
你好，申购新股有什么条件吗？为什么说我的份额不足？,新股申购的条件？,"['新股申购的条件？', '网下打新申报数量有什么规定？', '新股申购有数量要求吗？', '网下打新申报价格有什么规定？', '新股上市首日有涨跌幅限制吗？']",0.998562396,新股申购的条件？,1,1
我只有资金账号忘记密码怎么办？,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户资金密码？', '如何重置信用账户密码？', '忘记交易密码怎么办？']",0.999943614,忘记资金密码怎么办？,0,1
股票的交易时间？,股票的交易时间？,"['股票的交易时间？', '如何交易股票？', '上海ST、*ST股的交易规则？', '上海B股需要指定交易吗？', '深圳大宗交易的成交确认时间？']",0.940284789,股票的交易时间？,1,1
新股的网下申购，需要什么条件,新股申购的条件？,"['新股申购的条件？', '新股申购有数量要求吗？', '网下打新申报数量有什么规定？', '网下打新申报价格有什么规定？', '网下打新的备案条件？']",0.999019146,网下打新的备案条件？,0,1
打新股条件,新股申购的条件？,"['新股申购的条件？', '网下打新申报数量有什么规定？', '网下打新的备案条件？', '网下打新资格是否支持在多家券商间使用？', '申购新股后为何查询不到配号？']",0.997774422,新股申购的条件？,1,1
当天卖出的钱，能提现到银行卡吗,如何更换银行卡？,"['如何更换银行卡？', '如何绑定多张银行卡？', '信用账户对应银行的券商代码？', '信用账户三方存管的银行有哪些？', '信用证券账户卡遗失应如何处理？']",0.990016162,当日卖出股票后可以转出资金吗？,0,0
你好 我怎么看佣金费率,信用账户的担保品买卖佣金费率与普通账户一致吗？,"['信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何查询佣金费率？', '多少资金能达到多少的佣金？', '如何调整佣金费率？', '如何收取股票交易佣金？']",0.999588311,如何查询佣金费率？,0,1
信用账户可以交易的股票类型,信用账户可以交易哪些股票？,"['信用账户可以交易哪些股票？', '信用账户可以购买ST股票吗？', '信用账户可以参与逆回购吗？', '信用证券账户卡遗失应如何处理？', '信用账户可以购买非标的证券吗？']",0.996656418,信用账户可以交易哪些股票？,1,1
深港通标的股票的范围有哪些,深港通标的股票范围？,"['深港通标的股票范围？', '深港通股票为A+H股的，A股停牌与H股停牌是否同步？', '深市港股通有哪些特别风险？', 'A股和港股的显示颜色有什么区别？', '深港通和沪港通的交易日区别？']",0.999498487,深港通标的股票范围？,1,1
信用交易密码忘记,如何修改账户交易密码？,"['如何修改账户交易密码？', '忘记交易密码怎么办？', '深圳证券交易所证券代码编制原则是什么？', '如何修改交易密码', '深市A股的增发代码是什么？']",0.999649048,忘记交易密码怎么办？,0,1
帮我看看，为何不能转账回银行,转账失败的原因？,"['转账失败的原因？', '为何账户有资金无法转出？', 'B股实行T+0回转交易吗？', '信用账户资金无法转出的原因', 'A股账户如何转户？']",0.997612596,证券转银行为什么转不了？,0,0
资金可取,为什么资金可用不可取？,"['为什么资金可用不可取？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？', '忘记资金密码怎么办？', '多少资金能达到多少的佣金？']",0.91656369,为什么资金可用不可取？,1,1
点解转不出资金的,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '外币证券转银行限额']",0.991173208,为何账户有资金无法转出？,1,1
登录失败是什么原因,同一个账号允许在不同的手机上同时登录吗？,"['同一个账号允许在不同的手机上同时登录吗？', '深圳证券交易所证券代码编制原则是什么？', '信用账户资金无法转出的原因', '手机账户密码忘记了怎么办', '信用证券账户卡遗失应如何处理？']",0.202808961,转账失败的原因？,0,0
我在申购基金时，为啥系统提示我发行总数为0啊？,申购基金时发行总数显示为0的原因,"['申购基金时发行总数显示为0的原因', '上交所逆回购的起点金额？', '信用账户可以购买ST股票吗？', '深交所逆回购的起点金额？', '上交所债券逆回购申报数量要求？']",0.99913615,申购基金时发行总数显示为0的原因,1,1
为什么我的资金无法转出,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '当日卖出股票后可以转出资金吗？']",0.995507121,为何账户有资金无法转出？,1,1
请问开通创业板要怎么开,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.991942763,创业板如何开通,1,1
我登陆密码忘记了怎么办,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户资金密码？', '忘记交易密码怎么办？', '如何重置信用账户密码？']",0.999884605,手机账户密码忘记了怎么办,1,1
你好，我想开户,如何开户？,"['如何开户？', '如何注销证券账户？', '如何注销信用账户？', '信用账户开通条件', '信用账户开立后何时生效？']",0.993148625,如何开户？,1,1
以前开的户还能用吗,如何开户？,"['如何开户？', '信用账户开立后何时生效？', '信用账户可以操作要约收购吗？', '信用证券账户卡遗失应如何处理？', 'A股自助开户时转账失败，如何处理？']",0.944204986,如何开户？,1,1
我的手续费是多少？,多少资金能达到多少的佣金？,"['多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何收取股票交易佣金？', '如何调整佣金费率？', 'A股开户是否收费？']",0.992848516,多少资金能达到多少的佣金？,1,1
我的账户打不开啊,如何开户？,"['如何开户？', '如何注销证券账户？', '如何注销信用账户？', '信用账户销户条件？', '同一个账号允许在不同的手机上同时登录吗？']",0.982989252,如何开户？,1,1
如何开通创业版,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '如何开户？', '自助开户后如何补办三方存管？', '创业板权限首次开通？']",0.988192141,创业板如何开通,1,1
新三板可以交易融资融券吗？,新三板可以做融资融券交易吗？,"['新三板可以做融资融券交易吗？', '新三板与地方产权交易市场的区别？', '新三板协议转让有哪些成交情况？', '新三板的投资者有哪些？', '新三板股票协议转让的申报类型？']",0.999822557,新三板可以做融资融券交易吗？,1,1
如何修改资金账号,如何修改账户资金密码？,"['如何修改账户资金密码？', '为何账户有资金无法转出？', '信用证券账户卡遗失应如何处理？', '如何注销证券账户？', '信用账户资金无法转出的原因']",0.987400711,如何修改账户资金密码？,1,1
忘记了交易密码怎么办,忘记交易密码怎么办？,"['忘记交易密码怎么办？', '如何修改交易密码', '如何修改账户交易密码？', '忘记资金密码怎么办？', '深圳证券交易所证券代码编制原则是什么？']",0.999945998,忘记交易密码怎么办？,1,1
上交所债券的费用类型？,上交所债券的费用有哪些？,"['上交所债券的费用有哪些？', '深交所上市债券实行净价交易有哪些？', '深交所上市债券实行全价交易有哪些？', '如何收取股票交易佣金？', '上交所可转债债转股能撤单吗？']",0.9980281,上交所债券的费用有哪些？,1,1
证券转银行怎么转不了,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.999419093,证券转银行为什么转不了？,1,1
我的股票佣金,信用账户的担保品买卖佣金费率与普通账户一致吗？,"['信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何收取股票交易佣金？', '多少资金能达到多少的佣金？', '如何查询佣金费率？', '如何调整佣金费率？']",0.999436319,如何收取股票交易佣金？,0,1
你好，为什么我的钱转不进去,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '当日卖出股票后可以转出资金吗？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', 'A股自助开户时转账失败，如何处理？']",0.992138922,为何账户有资金无法转出？,1,1
今天不能银证转账？,外币证券转银行限额,"['外币证券转银行限额', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '银证转账的时间？']",0.998085499,银证转账的时间？,0,1
手机上如何开通A股？,同一个账号允许在不同的手机上同时登录吗？,"['同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '如何开户？', 'A股自助开户时转账失败，如何处理？', '自助开户后如何补办三方存管？']",0.986263752,如何开户？,0,1
这个佣金是多少,多少资金能达到多少的佣金？,"['多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何调整佣金费率？', '网上开户佣金是多少？', '如何查询佣金费率？']",0.99955827,多少资金能达到多少的佣金？,1,1
银证转账的时间?,银证转账的时间？,"['银证转账的时间？', '外币证券转银行限额', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？']",0.999069989,银证转账的时间？,1,1
忘记交易密码该怎么弄,忘记交易密码怎么办？,"['忘记交易密码怎么办？', '如何修改交易密码', '如何修改账户交易密码？', '深圳证券交易所证券代码编制原则是什么？', '深市A股的增发代码是什么？']",0.999887586,忘记交易密码怎么办？,1,1
交易费用,如何收取股票交易佣金？,"['如何收取股票交易佣金？', '股票交易费用', '多少资金能达到多少的佣金？', '上交所债券的费用有哪些？', '信用账户的担保品买卖佣金费率与普通账户一致吗？']",0.989287376,股票交易费用,0,1
深交所有哪些上市债券是实行全价交易的？,深交所上市债券实行全价交易有哪些？,"['深交所上市债券实行全价交易有哪些？', '深交所上市债券实行净价交易有哪些？', '深交所对竞价交易临时停牌有何规定？', '上交所可转债债转股能撤单吗？', '深交所转股申报当日如何撤销？']",0.999687076,深交所上市债券实行全价交易有哪些？,1,1
有账户了怎么登录啊,如何开户？,"['如何开户？', '如何注销证券账户？', '如何注销信用账户？', 'A股账户销户有哪些注意事项？', '同一个账号允许在不同的手机上同时登录吗？']",0.98527205,如何开户？,1,1
忘记交易密码怎么办,忘记交易密码怎么办？,"['忘记交易密码怎么办？', '如何修改交易密码', '如何修改账户交易密码？', '忘记资金密码怎么办？', '深圳证券交易所证券代码编制原则是什么？']",0.999945998,忘记交易密码怎么办？,1,1
为什么证券转银行不成功,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '当日卖出股票后可以转出资金吗？', '信用账户资金无法转出的原因']",0.998701096,证券转银行为什么转不了？,1,1
你好，怎么知道你们的手续费怎么收我的,多少资金能达到多少的佣金？,"['多少资金能达到多少的佣金？', '如何收取股票交易佣金？', '网上开户佣金是多少？', '如何调整佣金费率？', '信用账户的担保品买卖佣金费率与普通账户一致吗？']",0.994544983,如何查询佣金费率？,0,0
今天证卷转银行转不了吗,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.998875201,证券转银行为什么转不了？,1,1
什么时候能进行交易,深交所对竞价交易临时停牌有何规定？,"['深交所对竞价交易临时停牌有何规定？', '申购基金时发行总数显示为0的原因', '申报深市股票委托时，提示：证券账户无效，该如何处理？', 'A股自助开户时转账失败，如何处理？', '上海ST、*ST股的交易规则？']",0.653674603,股票的交易时间？,0,0
网下申购新股所得股份的锁定期是多久?还是已经取消了？,网下申购新股所得的股份有锁定期吗？,"['网下申购新股所得的股份有锁定期吗？', '新股中签后股份何时上市？', '网下打新申报数量有什么规定？', '网下打新申报价格有什么规定？', '新股上市首日有涨跌幅限制吗？']",0.999661922,网下申购新股所得的股份有锁定期吗？,1,1
已经退市的股票是不是就不能用于交易了,退市股票可以交易吗？,"['退市股票可以交易吗？', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '如何才可以买股票？', '深圳市场大宗交易的条件？', '新股上市首日有涨跌幅限制吗？']",0.983636916,退市股票可以交易吗？,1,1
沪市逆回购的起点要求有哪些？,上交所债券逆回购申报数量要求？,"['上交所债券逆回购申报数量要求？', '上交所逆回购的起点金额？', '深交所逆回购的起点金额？', '信用账户可以操作要约收购吗？', '信用账户可以参与逆回购吗？']",0.999336064,上交所逆回购的起点金额？,0,1
你好我想开户,如何开户？,"['如何开户？', '如何注销证券账户？', '如何注销信用账户？', '信用账户开通条件', '信用账户开立后何时生效？']",0.993148625,如何开户？,1,1
通过信用账户操作配股的具体流程,信用账户如何操作配售？,"['信用账户如何操作配售？', '信用账户如何操作配股？', '如何通过电话委托查询新股申购配号？', '申购新股后为何查询不到配号？', '深交所配股认购名称的编制原则？']",0.998787105,信用账户如何操作配股？,0,1
如何开通创业板帐号,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '自助开户后如何补办三方存管？', '信用账户与普通账户的创业板权限需单独开立吗？']",0.995412886,创业板如何开通,1,1
怎我帐号登录不上,同一个账号允许在不同的手机上同时登录吗？,"['同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '如何查询证券账号？', '如何开户？', '客户编号忘记了如何找回？']",0.987907112,如何开户？,0,1
为什么登陆不上账号,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '如何注销证券账户？', '如何查询证券账号？']",0.763086617,如何开户？,1,1
深交所逆回购的起点是多少？,深交所逆回购的起点金额？,"['深交所逆回购的起点金额？', '上交所逆回购的起点金额？', '上交所债券逆回购申报数量要求？', '信用账户可以参与逆回购吗？', '深交所上市债券实行净价交易有哪些？']",0.997805774,深交所逆回购的起点金额？,1,1
我的账号为什么登录不上了呢,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '如何注销证券账户？', '如何查询证券账号？']",0.723979533,如何开户？,1,1
我的帐户转不出资金,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '证券转银行为什么转不了？']",0.997851968,为何账户有资金无法转出？,1,1
我的账户里的现金怎么转不出来,为何账户有资金无法转出？,"['为何账户有资金无法转出？', 'A股账户如何转户？', 'A股自助开户时转账失败，如何处理？', '信用账户资金无法转出的原因', '转账失败的原因？']",0.998860121,为何账户有资金无法转出？,1,1
为什么银行转证券转不了呢？,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.999424219,证券转银行为什么转不了？,1,1
请问，我从证券上转到银行卡里怎么转不出去,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '为何账户有资金无法转出？', '信用账户资金无法转出的原因']",0.999050796,证券转银行为什么转不了？,1,1
找回客户编号,客户编号忘记了如何找回？,"['客户编号忘记了如何找回？', '同一个账号允许在不同的手机上同时登录吗？', 'B股实行T+0回转交易吗？', '信用账户可以参与逆回购吗？', '新股申购的回拨机制？']",0.997494578,客户编号忘记了如何找回？,1,1
我的户头为什么买不了ST，*ST的股票。,ST股票为何无法买入？,"['ST股票为何无法买入？', '上海ST、*ST股的交易规则？', '信用账户可以购买ST股票吗？', 'A股为什么要实行T+1股票交易制度？', 'B股实行T+0回转交易吗？']",0.999239683,ST股票为何无法买入？,1,1
请问开户手续费多少？,网上开户佣金是多少？,"['网上开户佣金是多少？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', 'A股开户是否收费？', '多少资金能达到多少的佣金？', '如何调整佣金费率？']",0.998273373,网上开户佣金是多少？,1,1
如何修改账户资金密码？,如何修改账户资金密码？,"['如何修改账户资金密码？', '如何重置信用账户密码？', '手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户交易密码？']",0.999902368,如何修改账户资金密码？,1,1
你好，登录密码忘了怎么办,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户资金密码？', '忘记交易密码怎么办？', '如何重置信用账户密码？']",0.999882579,手机账户密码忘记了怎么办,1,1
如何申请调整佣金？,如何调整佣金费率？,"['如何调整佣金费率？', '多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '网上开户佣金是多少？', '如何查询佣金费率？']",0.999475539,如何调整佣金费率？,1,1
信用账户的新股额度怎么可以查到呢,信用账户如何查询新股申购额度？,"['信用账户如何查询新股申购额度？', '信用账户新股中签缴款占用了自有资金会影响维持担保比例吗？', '新股中签扣款时对金快线有什么影响？', '新股申购可以撤单吗？', '新股中签会有短信通知吗？']",0.998326719,信用账户如何查询新股申购额度？,1,1
怎样开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.99371016,创业板如何开通,1,1
你好，我刚才证券转银行为什么转不出来,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '为何账户有资金无法转出？', '信用账户资金无法转出的原因']",0.999544322,证券转银行为什么转不了？,1,1
允许一起用深港通和泸港通的额度吗？,深港通跟沪港通的额度能共用吗？,"['深港通跟沪港通的额度能共用吗？', 'A股和港股的显示颜色有什么区别？', '深港通标的股票范围？', '深港通和沪港通的交易日区别？', '深市港股通有哪些特别风险？']",0.999481738,深港通跟沪港通的额度能共用吗？,1,1
我的登录帐号忘记了,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '同一个账号允许在不同的手机上同时登录吗？', '客户编号忘记了如何找回？', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？']",0.986358345,手机账号忘记了怎么办,1,1
哪些证券持仓纳入新股申购市值计算范围？,新股申购的市值计算范围？,"['新股申购的市值计算范围？', '新股上市首日有涨跌幅限制吗？', '新股申购有数量要求吗？', '网下打新申报数量有什么规定？', '新股申购数量上限']",0.996308386,新股申购的市值计算范围？,1,1
要T+1日方可购股票？,A股为什么要实行T+1股票交易制度？,"['A股为什么要实行T+1股票交易制度？', '上海ST、*ST股的交易规则？', 'ST股票为何无法买入？', '信用账户可以购买ST股票吗？', 'B股实行T+0回转交易吗？']",0.99937433,A股为什么要实行T+1股票交易制度？,1,1
会开通创业板吗,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.993091345,创业板如何开通,1,1
什么时候交易,如何交易股票？,"['如何交易股票？', '深交所对竞价交易临时停牌有何规定？', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '股票的交易时间？', '上海ST、*ST股的交易规则？']",0.706799805,股票的交易时间？,0,1
开过户，可以开吗,如何开户？,"['如何开户？', '信用账户可以网上开通吗？', '信用账户可以买入现金类产品吗？', '信用账户可以购买非标的证券吗？', '信用证券账户卡遗失应如何处理？']",0.980507672,如何开户？,1,1
你好，我证券里的现金怎么会转不出银行,信用账户可以购买非标的证券吗？,"['信用账户可以购买非标的证券吗？', '如何注销证券账户？', '信用证券账户卡遗失应如何处理？', '如何查询证券账号？', '新股的申购代码与证券代码一样吗？']",0.99345535,证券转银行为什么转不了？,0,0
银证转帐时间,银证转账的时间？,"['银证转账的时间？', '外币证券转银行限额', '证券转银行为什么转不了？', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.999265611,银证转账的时间？,1,1
我怎么开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.992083311,创业板如何开通,1,1
怎么钱转不出去,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '当日卖出股票后可以转出资金吗？']",0.992288768,为何账户有资金无法转出？,1,1
当日卖出的股票获取的资金，可不可以当日转出,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', '为何账户有资金无法转出？', '股票可以当天买入当天卖出吗？', '退市股票可以交易吗？', '如何才可以买股票？']",0.855892897,当日卖出股票后可以转出资金吗？,1,1
怎么才能把网上交易权限取消了？,网上委托权限如何取消？,"['网上委托权限如何取消？', '上交所股票期权行权价格间距如何设置？', '创业板权限转签如何操作？', '深市港股通权限如何取消？', '上交所股东大会网络投票平台网址？']",0.998417377,网上委托权限如何取消？,1,1
我买ST的失败什么原因！,ST股票为何无法买入？,"['ST股票为何无法买入？', '上海ST、*ST股的交易规则？', '信用账户可以购买ST股票吗？', 'A股为什么要实行T+1股票交易制度？', 'B股实行T+0回转交易吗？']",0.997621834,ST股票为何无法买入？,1,1
您好 我如果要开创业板权限如何办理谢谢,开通创业板权限对账户有什么要求？,"['开通创业板权限对账户有什么要求？', '创业板权限转签如何操作？', '创业板权限开通的办理时间', '三板交易权限如何取消？', '网上委托权限如何取消？']",0.995050251,开通创业板权限对账户有什么要求？,1,1
为何账号不能登入,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？', '如何查询证券账号？', '如何注销信用账户？']",0.894809604,如何开户？,1,1
为什么转出失败？,信用账户资金无法转出的原因,"['信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '为何账户有资金无法转出？', '外币证券转银行限额']",0.99519676,证券转银行为什么转不了？,0,1
A股账户开通方法,如何开户？,"['如何开户？', '自助开户后如何补办三方存管？', 'A股账户销户需由本人亲自办理吗？', '信用账户三方存管的银行有哪些？', '信用证券账户卡遗失应如何处理？']",0.903818011,如何开户？,1,1
我账号忘记了,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '同一个账号允许在不同的手机上同时登录吗？', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？', '如何注销证券账户？']",0.987944841,手机账号忘记了怎么办,1,1
当天卖出的股票可以再买吗？,股票可以当天买入当天卖出吗？,"['股票可以当天买入当天卖出吗？', '如何才可以买股票？', '当日卖出股票后可以转出资金吗？', 'ST股票为何无法买入？', '信用账户可以交易哪些股票？']",0.986146986,股票可以当天买入当天卖出吗？,1,1
如何调整佣金费率？,如何调整佣金费率？,"['如何调整佣金费率？', '多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何查询佣金费率？', '网上开户佣金是多少？']",0.999673367,如何调整佣金费率？,1,1
你好！我的帐号密码忘记了怎么办,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '忘记资金密码怎么办？', '如何修改账户资金密码？', '忘记交易密码怎么办？', '如何修改账户交易密码？']",0.999927282,手机账户密码忘记了怎么办,1,1
重置信用账户密码的方法是什么？,如何重置信用账户密码？,"['如何重置信用账户密码？', '手机账户密码忘记了怎么办', '如何修改账户资金密码？', '如何修改账户交易密码？', '信用账户对应银行的券商代码？']",0.99990356,如何重置信用账户密码？,1,1
上海证券交易所股东大会网络投票平台网址是多少？,上交所股东大会网络投票平台网址？,"['上交所股东大会网络投票平台网址？', '深圳证券交易所证券代码编制原则是什么？', '网上委托权限如何取消？', '深交所上市债券实行净价交易有哪些？', '深交所上市债券实行全价交易有哪些？']",0.999232054,上交所股东大会网络投票平台网址？,1,1
资金转入失败怎么回事？,B股实行T+0回转交易吗？,"['B股实行T+0回转交易吗？', '信用账户资金无法转出的原因', '转账失败的原因？', '证券转银行为什么转不了？', '为何账户有资金无法转出？']",0.997034907,为何账户有资金无法转出？,0,1
请问身份证过期了，可以开户不,身份证过期可以办理开户吗？,"['身份证过期可以办理开户吗？', '身份证过期如何办理？', '身份证到期影响账户交易吗？', '信用证券账户卡遗失应如何处理？', '信用账户可以网上开通吗？']",0.99772507,身份证过期可以办理开户吗？,1,1
股票交易密码忘了怎么办,忘记交易密码怎么办？,"['忘记交易密码怎么办？', '如何修改交易密码', '如何修改账户交易密码？', '深圳证券交易所证券代码编制原则是什么？', '忘记资金密码怎么办？']",0.99993813,忘记交易密码怎么办？,1,1
你好，证券转不到银行卡怎么回事,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', 'B股实行T+0回转交易吗？', '信用证券账户卡遗失应如何处理？', '信用账户资金无法转出的原因']",0.998049736,证券转银行为什么转不了？,1,1
K线图的副图指标参数在金融终端上怎么改,如何修改成本价数值？,"['如何修改成本价数值？', '网下打新申报数量有什么规定？', '新股申购有数量要求吗？', '上交所债券逆回购申报数量要求？', '新股申购数量上限']",0.998808503,如何修改金融终端K线图的副图指标参数？,0,0
我打新股的数量不能是100股吗,新股申购有数量要求吗？,"['新股申购有数量要求吗？', '网下打新申报数量有什么规定？', '新股申购数量上限', '深圳市场的新股配号为何有小数点？', '新股申购的回拨机制？']",0.999497056,新股申购有数量要求吗？,1,1
新股申购怎么连起始配号都没有,申购新股后为何查询不到配号？,"['申购新股后为何查询不到配号？', '新股申购的配号规则？', '深圳市场的新股配号为何有小数点？', '新股申购有数量要求吗？', '如何通过电话委托查询新股申购配号？']",0.999664903,申购新股后为何查询不到配号？,1,1
为什么钱转不出银行,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '证券转银行为什么转不了？', '外币证券转银行限额', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.984146714,证券转银行为什么转不了？,0,1
信用账户跟普通账户担保品买卖的佣金费率区别是什么？,信用账户开通条件,"['信用账户开通条件', '信用账户销户条件？', '如何注销信用账户？', '信用账户可以买入现金类产品吗？', 'A股账户销户有哪些注意事项？']",0.988317311,信用账户的担保品买卖佣金费率与普通账户一致吗？,0,0
信用账户绑定的银行券商代码是多少？,信用账户对应银行的券商代码？,"['信用账户对应银行的券商代码？', '深圳证券交易所证券代码编制原则是什么？', '深市A股的增发代码是什么？', '新股的申购代码与证券代码一样吗？', '手机账户密码忘记了怎么办']",0.999890327,信用账户对应银行的券商代码？,1,1
忘记资金密码怎么办,忘记资金密码怎么办？,"['忘记资金密码怎么办？', '手机账户密码忘记了怎么办', '如何修改账户资金密码？', '忘记交易密码怎么办？', '如何修改交易密码']",0.999931693,忘记资金密码怎么办？,1,1
确认深圳大宗交易的成交时间要等多久？,深圳大宗交易的成交确认时间？,"['深圳大宗交易的成交确认时间？', '深圳市场大宗交易的条件？', '深交所对竞价交易临时停牌有何规定？', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '深交所上市债券实行全价交易有哪些？']",0.998540282,深圳大宗交易的成交确认时间？,1,1
请问，要怎么区别A股和港股的显示颜色？,A股和港股的显示颜色有什么区别？,"['A股和港股的显示颜色有什么区别？', '深港通股票为A+H股的，A股停牌与H股停牌是否同步？', '深港通标的股票范围？', '深港通跟沪港通的额度能共用吗？', '深港通和沪港通的交易日区别？']",0.999518156,A股和港股的显示颜色有什么区别？,1,1
让我开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限开通的办理时间']",0.990960121,创业板如何开通,1,1
创业板要怎么开通,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.993286431,创业板如何开通,1,1
我已经开户了的,如何开户？,"['如何开户？', '自助开户后如何补办三方存管？', '信用账户开立后何时生效？', '信用账户开通条件', '信用证券账户卡遗失应如何处理？']",0.955365717,如何开户？,1,1
为啥不能登录账户啊,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？', '如何注销信用账户？', 'A股账户销户需由本人亲自办理吗？']",0.840647578,如何开户？,1,1
开通创业,创业板如何开通,"['创业板如何开通', '如何开户？', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户开通条件']",0.823023438,创业板如何开通,1,1
你好，我登录不上账户,如何开户？,"['如何开户？', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？', '如何注销信用账户？', '信用账户销户条件？']",0.96607554,如何开户？,1,1
